latitude,elevation,name,url,photo,hasMap,longitude
47° 24′ 25″ N,2191,Rotwandlspitze,https://de.wikipedia.org/wiki/Brunnensteinspitze,https://de.wikipedia.org/wiki/Datei:Brunnensteinspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Rotwandlspitze&language=de&params=47.406944444444_N_11.288333333333_E_dim:5000_region:AT-7/DE-BY_type:mountain(2191),11° 17′ 18″ O
46° 52′ 30″ N,3565,Vorderer Brochkogel,https://de.wikipedia.org/wiki/Vorderer_Brochkogel,https://de.wikipedia.org/wiki/Datei:Vorderer_Brochkogel.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vorderer_Brochkogel&language=de&params=46.875_N_10.850555555556_E_dim:5000_region:AT-7_type:mountain(3565)&title=Vorderer+Brochkogel,10° 51′ 2″ O
47° 19′ 58″ N,2608,Bretterspitze,https://de.wikipedia.org/wiki/Bretterspitze,https://de.wikipedia.org/wiki/Datei:Bretterspitze_und_Gliegerkarspitze_von_der_Urbeleskarspitze_aus.png,https://tools.wmflabs.org/geohack/geohack.php?pagename=Bretterspitze&language=de&params=47.332777777778_N_10.461111111111_E_dim:5000_region:AT-7_type:mountain(2608),10° 27′ 40″ O
47° 31′ 56″ N,2000,Brentenjoch,https://de.wikipedia.org/wiki/Brentenjoch,https://de.wikipedia.org/wiki/Datei:Brentenjoch.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Brentenjoch&language=de&params=47.532222222222_N_10.582222222222_E_dim:5000_region:AT-7_type:mountain(2000),10° 34′ 56″ O
47° 24′ 28″ N,2590,Breitgrieskarspitze,https://de.wikipedia.org/wiki/Breitgrieskarspitze,https://de.wikipedia.org/wiki/Datei:Breitgriesskarspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Breitgrieskarspitze&language=de&params=47.407777777778_N_11.378055555556_E_dim:5000_region:AT-7_type:mountain(2590),11° 22′ 41″ O
47° 41′ 48″ N,1661,Breitenstein (Chiemgauer Alpen),https://de.wikipedia.org/wiki/Breitenstein_(Chiemgauer_Alpen),https://de.wikipedia.org/wiki/Datei:Geigelstein_Streichen_Schleching-1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Breitenstein_(Chiemgauer_Alpen)&language=de&params=47.696666666667_N_12.338055555556_E_dim:5000_region:AT-7/DE-BY_type:mountain(1661)&title=Breitenstein,12° 20′ 17″ O
47° 22′ 41″ N,2032,Brechhorn,https://de.wikipedia.org/wiki/Brechhorn,https://de.wikipedia.org/wiki/Datei:Brechhorn_ridge.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Brechhorn&language=de&params=47.377952777778_N_12.265805555556_E_dim:5000_region:AT-7_type:mountain(2032),12° 15′ 57″ O
46° 58′ 31″ N,2676,Brandkogel,https://de.wikipedia.org/wiki/Brandkogel,https://de.wikipedia.org/wiki/Datei:Brandk1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Brandkogel&language=de&params=46.975277777778_N_10.851111111111_E_dim:5000_region:AT-7_type:mountain(2676),10° 51′ 4″ O
47° 10′ 21″ N,2700,Brandberger Kolm,https://de.wikipedia.org/wiki/Brandberger_Kolm,https://de.wikipedia.org/wiki/Datei:Kolm%2BKolmhaus.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Brandberger_Kolm&language=de&params=47.1725_N_11.962222222222_E_dim:5000_region:AT-7_type:mountain(2700),11° 57′ 44″ O
46° 59′ 51″ N,3119,Böses Weibl,https://de.wikipedia.org/wiki/B%C3%B6ses_Weibl,https://de.wikipedia.org/wiki/Datei:BoesesWeiblvonN.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=B%C3%B6ses_Weibl&language=de&params=46.9975_N_12.722777777778_E_dim:5000_region:AT-7_type:mountain(3119)&title=B%C3%B6ses+Weibl,12° 43′ 22″ O
47° 17′ 28″ N,2609,Bockkarkopf,https://de.wikipedia.org/wiki/Bockkarkopf,https://de.wikipedia.org/wiki/Datei:Bockkarkopf_Hochfrottspitze.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Bockkarkopf&language=de&params=47.29122_N_10.28492_E_dim:5000_region:DE-BY/AT-7_type:mountain(2609),10° 17′ 6″ O
46° 55′ 8″ N,3453,Bliggspitze,https://de.wikipedia.org/wiki/Bliggspitze,https://de.wikipedia.org/wiki/Datei:Vordere_%C3%96lgrubenspitze_Bliggspitze_Eiskastenspitze.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Bliggspitze&language=de&params=46.918994444444_N_10.785483333333_E_dim:5000_region:AT-7_type:mountain(3453),10° 47′ 8″ O
47° 35′ 29″ N,1862,Blauberge,https://de.wikipedia.org/wiki/Blaubergschneid,https://de.wikipedia.org/wiki/Datei:Halserspitz_Blauberg.jpg,https://tools.wmflabs.org/osm4wiki/cgi-bin/wiki/wiki-osm.pl?project=de&article=Blauberge,11° 46′ 53″ O
47° 35′ 29″ N,1862,Blauberge,https://de.wikipedia.org/wiki/Blaubergkopf,https://de.wikipedia.org/wiki/Datei:Halserspitz_Blauberg.jpg,https://tools.wmflabs.org/osm4wiki/cgi-bin/wiki/wiki-osm.pl?project=de&article=Blauberge,11° 46′ 53″ O
47° 6′ 23″ N,2241,Blaser (Berg),https://de.wikipedia.org/wiki/Blaser_(Berg),https://de.wikipedia.org/wiki/Datei:Blaser_N.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Blaser_(Berg)&language=de&params=47.106388888889_N_11.411666666667_E_dim:5000_region:AT-7_type:mountain(2241)&title=Blaser,11° 24′ 42″ O
47° 24′ 40″ N,2749,Birkkarspitze,https://de.wikipedia.org/wiki/Birkkarspitze,https://de.wikipedia.org/wiki/Datei:Birkkarspitze_S.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Birkkarspitze&language=de&params=47.411111111111_N_11.4375_E_dim:5000_region:AT-7_type:mountain(2749),11° 26′ 15″ O
47° 11′ 57″ N,1982,Birgitzköpfl,https://de.wikipedia.org/wiki/Birgitzk%C3%B6pfl,https://de.wikipedia.org/wiki/Datei:Saile_von_NW.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Birgitzk%C3%B6pfl&language=de&params=47.199166666667_N_11.314166666667_E_dim:5000_region:AT-7_type:mountain(1982)&title=Birgitzk%C3%B6pfl,11° 18′ 51″ O
47° 16′ 14″ N,2599,Biberkopf,https://de.wikipedia.org/wiki/Biberkopf,https://de.wikipedia.org/wiki/Datei:Biberkopf1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Biberkopf&language=de&params=47.270527777778_N_10.232361111111_E_dim:5000_region:DE-BY/AT-7_type:mountain(2599),10° 13′ 56″ O
47° 25′ 52″ N,2268,Bettlerkarspitze,https://de.wikipedia.org/wiki/Bettlerkarspitze,https://de.wikipedia.org/wiki/Datei:20100821-Bettlerkarspitze_006.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Bettlerkarspitze&language=de&params=47.431111111111_N_11.617777777778_E_dim:5000_region:AT-7_type:mountain(2268),11° 37′ 4″ O
46° 50′ 48″ N,2912,Bergkastelspitze,https://de.wikipedia.org/wiki/Bergkastelspitze,https://de.wikipedia.org/wiki/Datei:Bergkastelspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Bergkastelspitze&language=de&params=46.846666666667_N_10.556388888889_E_dim:5000_region:AT-7/IT-BZ_type:mountain(2912)&title=Bergkastelspitze,10° 33′ 23″ O
47° 36′ 4″ N,1808,Schinder (Berg),https://de.wikipedia.org/wiki/Schinder_(Berg),https://de.wikipedia.org/wiki/Datei:Schinder_von_Nordost-1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Schinder_(Berg)&language=de&params=47.601_N_11.8611_E_dim:5000_region:DE-BY/AT-7_type:mountain(1808)&title=Schinder+%28Trausnitzberg%29,11° 51′ 40″ O
47° 5′ 49″ N,2826,Schildkogel,https://de.wikipedia.org/wiki/Schildkogel,"https://de.wikipedia.org/wiki/Datei:Spitzkogel,_T%C3%B6rleskogl_und_Schildkogel_mit_Wildensee_vom_Wildenkogelweg.JPG",https://tools.wmflabs.org/geohack/geohack.php?pagename=Schildkogel&language=de&params=47.096944_N_12.482222_E_dim:5000_region:AT-7_type:mountain(2826),12° 28′ 56″ O
47° 2′ 51″ N,3043,Scherneskopf,https://de.wikipedia.org/wiki/Scherneskopf,https://de.wikipedia.org/wiki/Datei:Kreuzspitze_und_Scherneskopf_b.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Scherneskopf&language=de&params=47.04756_N_12.353866_E_dim:5000_region:AT-7_type:mountain(3043)&title=Scherneskopf,12° 21′ 14″ O
47° 2′ 49″ N,3033,Schernerskopf,https://de.wikipedia.org/wiki/Schernerskopf,https://de.wikipedia.org/wiki/Datei:Sajatkar.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Schernerskopf&language=de&params=47.046944444444_N_12.353333333333_E_dim:5000_region:AT-7_type:mountain(3033)&title=Schernerskopf,12° 21′ 12″ O
47° 3′ 31″ N,2978,Scheibler (Berg),https://de.wikipedia.org/wiki/Scheibler_(Berg),https://de.wikipedia.org/wiki/Datei:Darmst%C3%A4dter_H%C3%BCtte_mit_Scheibler.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Scheibler_(Berg)&language=de&params=47.058611111111_N_10.221944444444_E_dim:5000_region:AT-7_type:mountain(2978)&title=Scheibler,10° 13′ 19″ O
46° 55′ 50″ N,3060,Scheiblehnkogel,https://de.wikipedia.org/wiki/Scheiblehnkogel,https://de.wikipedia.org/wiki/Datei:Scheiblehnkogel_01.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Scheiblehnkogel&language=de&params=46.930555555556_N_11.143888888889_E_dim:5000_region:AT-7/IT-BZ_type:mountain(3060)&title=Scheiblehnkogel,11° 8′ 38″ O
47° 33′ 26″ N,2111,Scheffauer,https://de.wikipedia.org/wiki/Scheffauer,https://de.wikipedia.org/wiki/Datei:Scheffauer.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Scheffauer&language=de&params=47.557222222222_N_12.241666666667_E_dim:5000_region:AT-7_type:mountain(2111),12° 14′ 30″ O
46° 58′ 42″ N,3332,Schaufelspitze (Stubaier Alpen),https://de.wikipedia.org/wiki/Schaufelspitze_(Stubaier_Alpen),https://de.wikipedia.org/wiki/Datei:Schaufelspitze_NE.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Schaufelspitze_(Stubaier_Alpen)&language=de&params=46.978333333333_N_11.115833333333_E_dim:5000_region:AT-7_type:mountain(3332)&title=Schaufelspitze,11° 6′ 57″ O
47° 21′ 29″ N,2408,Tagweidkopf,https://de.wikipedia.org/wiki/Tagweidkopf,https://de.wikipedia.org/wiki/Datei:Tagweidkopf.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Tagweidkopf&language=de&params=47.358055555556_N_10.776944444444_E_dim:5000_region:AT-7_type:mountain(2408)&title=Tagweidkopf,10° 46′ 37″ O
47° 21′ 53″ N,2321,Sunntigerspitze,https://de.wikipedia.org/wiki/Sunntigerspitze,https://de.wikipedia.org/wiki/Datei:Sunntiger_vom_Lafatscher_Joch.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Sunntigerspitze&language=de&params=47.364722222222_N_11.481388888889_E_dim:5000_region:AT-7_type:mountain(2321)&title=Sunntiger%28spitze%29,11° 28′ 53″ O
47° 27′ 45″ N,2084,Sulzspitze (Allgäuer Alpen),https://de.wikipedia.org/wiki/Sulzspitze_(Allg%C3%A4uer_Alpen),https://de.wikipedia.org/wiki/Datei:Sulzspitze_Sonnenaufgang.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Sulzspitze_(Allg%C3%A4uer_Alpen)&language=de&params=47.4624_N_10.536577777778_E_dim:5000_region:AT-7_type:mountain(2084)&title=Sulzspitze,10° 32′ 12″ O
47° 10′ 55″ N,3016,Sulzkogel,https://de.wikipedia.org/wiki/Sulzkogel,https://de.wikipedia.org/wiki/Datei:Sulzkogel_von_Osten.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Sulzkogel&language=de&params=47.182083333333_N_11.0115_E_dim:5000_region:AT-7_type:mountain(3016),11° 0′ 41″ O
47° 4′ 57″ N,3304,Südlicher Happ,https://de.wikipedia.org/wiki/S%C3%BCdlicher_Happ,https://de.wikipedia.org/wiki/Datei:Gro%C3%9Fer_Happ_von_der_Wei%C3%9Fspitze_b.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=S%C3%BCdlicher_Happ&language=de&params=47.082373_N_12.315642_E_dim:5000_region:AT-7_type:mountain(3304)&title=S%C3%BCdlicher+Happ,12° 18′ 56″ O
46° 58′ 10″ N,3113,Südliche Talleitenspitze,https://de.wikipedia.org/wiki/S%C3%BCdliche_Talleitenspitze,https://de.wikipedia.org/wiki/Datei:Austria_Tyrol_relief_location_map.svg,https://tools.wmflabs.org/geohack/geohack.php?pagename=S%C3%BCdliche_Talleitenspitze&language=de&params=46.96945_N_12.7417_E_dim:5000_region:AT-7/AT-2_type:mountain(3113)&title=S%C3%BCdliche+Talleitenspitze,12° 44′ 30″ O
47° 25′ 32″ N,2372,Linderspitzen,https://de.wikipedia.org/wiki/S%C3%BCdliche_Linderspitze,https://de.wikipedia.org/wiki/Datei:Suedliche_Linderspitze.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Linderspitzen&language=de&params=47.42546_N_11.2909_E_dim:5000_region:AT-7/DE-BY_type:mountain(2372),11° 17′ 27″ O
47° 10′ 47″ N,2327,Widdersberg (Kalkkögel),https://de.wikipedia.org/wiki/Widdersberg_(Kalkk%C3%B6gel),https://de.wikipedia.org/wiki/Datei:Widdersberg_und_Hoadl.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Widdersberg_(Kalkk%C3%B6gel)&language=de&params=47.179824910116_N_11.297936439514_E_dim:5000_region:AT-7_type:mountain(2327)&title=Widdersberg,11° 17′ 53″ O
47° 35′ 29″ N,1862,Blauberge,https://de.wikipedia.org/wiki/Wichtlplatte,https://de.wikipedia.org/wiki/Datei:Halserspitz_Blauberg.jpg,https://tools.wmflabs.org/osm4wiki/cgi-bin/wiki/wiki-osm.pl?project=de&article=Blauberge,11° 46′ 53″ O
47° 23′ 53″ N,2698,Wetterwandeck,https://de.wikipedia.org/wiki/Wetterwandeck,https://de.wikipedia.org/wiki/Datei:Zugspitze-Schneefernerkpf1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wetterwandeck&language=de&params=47.398055555556_N_10.976944444444_E_dim:5000_region:DE-BY_type:mountain(2698),10° 58′ 37″ O
47° 25′ 36″ N,2298,Wettersteinspitzen,https://de.wikipedia.org/wiki/Wettersteinspitzen,https://de.wikipedia.org/wiki/Datei:20090906-Obere_Wettersteinspitze_vom_Lautersee.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wettersteinspitzen&language=de&params=47.4266_N_11.191938888889_E_dim:5000_region:AT-7_type:mountain(2298)&title=Obere+Wettersteinspitze,11° 11′ 31″ O
47° 24′ 1″ N,2750,Wetterspitzen,https://de.wikipedia.org/wiki/Wetterspitzen,https://de.wikipedia.org/wiki/Datei:Plattumrahmung.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wetterspitzen&language=de&params=47.400277777778_N_10.97_E_dim:5000_region:DE-BY/AT-7_type:mountain(2750),10° 58′ 12″ O
46° 59′ 47″ N,3053,Innere Wetterspitze,https://de.wikipedia.org/wiki/Innere_Wetterspitze,https://de.wikipedia.org/wiki/Datei:Wetterspitzen_mit_Bremer_H%C3%BCtte.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Innere_Wetterspitze&language=de&params=46.996388888889_N_11.246388888889_E_dim:5000_region:AT-7_type:mountain(3053),11° 14′ 47″ O
47° 0′ 27″ N,3070,Äußere Wetterspitze,https://de.wikipedia.org/wiki/%C3%84u%C3%9Fere_Wetterspitze,https://de.wikipedia.org/wiki/Datei:%C3%84u%C3%9Fere_Wetterspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=%C3%84u%C3%9Fere_Wetterspitze&language=de&params=47.0075_N_11.254444444444_E_dim:5000_region:AT-7_type:mountain(3070),11° 15′ 16″ O
47° 3′ 30″ N,3037,Wellachköpfe,https://de.wikipedia.org/wiki/Wellachk%C3%B6pfe,https://de.wikipedia.org/wiki/Datei:Wellachk%C3%B6pfe_-_S%C3%BCdlicher_Wellachkopf_mit_Sudetendeutscher_H%C3%BCtte.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wellachk%C3%B6pfe&language=de&params=47.05832_N_12.5801_E_dim:5000_region:AT-7_type:mountain(3037)&title=Wellachk%C3%B6pfe,12° 34′ 48″ O
46° 56′ 11″ N,2767,Weißes Beil,https://de.wikipedia.org/wiki/Wei%C3%9Fes_Beil,https://de.wikipedia.org/wiki/Datei:Wei%C3%9Fes_Beil.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wei%C3%9Fes_Beil&language=de&params=46.936388888889_N_12.308888888889_E_dim:5000_region:AT-7_type:mountain(2767)&title=Wei%C3%9Fes+Beil,12° 18′ 32″ O
46° 58′ 8″ N,3371,Hoher Weißzint,https://de.wikipedia.org/wiki/Hoher_Wei%C3%9Fzint,https://de.wikipedia.org/wiki/Datei:Hoher_Wei%C3%9Fzint_von_Westen.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Hoher_Wei%C3%9Fzint&language=de&params=46.968888888889_N_11.746944444444_E_dim:5000_region:AT-7/IT-BZ_type:mountain(3371),11° 44′ 49″ O
46° 59′ 1″ N,3017,Weißwandspitze,https://de.wikipedia.org/wiki/Wei%C3%9Fwandspitze,https://de.wikipedia.org/wiki/Datei:Wei%C3%9Fwandspitz_von_Autobahn.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wei%C3%9Fwandspitze&language=de&params=46.983611111111_N_11.300277777778_E_dim:5000_region:AT-7/IT-BZ_type:mountain(3017),11° 18′ 1″ O
47° 4′ 0″ N,3300,Weißspitze (Venedigergruppe),https://de.wikipedia.org/wiki/Wei%C3%9Fspitze_(Venedigergruppe),https://de.wikipedia.org/wiki/Datei:Wei%C3%9Fspitze_from_SW.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wei%C3%9Fspitze_(Venedigergruppe)&language=de&params=47.066666666667_N_12.383333333333_E_dim:5000_region:AT-7_type:mountain(3300)&title=Wei%C3%9Fspitze,12° 23′ 0″ O
46° 50′ 48″ N,3498,Weißseespitze,https://de.wikipedia.org/wiki/Wei%C3%9Fseespitze,https://de.wikipedia.org/wiki/Datei:Weisssespitze01.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wei%C3%9Fseespitze&language=de&params=46.846654_N_10.717077_E_dim:5000_region:AT-7/IT-BZ_type:mountain(3498),10° 43′ 1″ O
46° 47′ 52″ N,3738,Weißkugel,https://de.wikipedia.org/wiki/Wei%C3%9Fkugel,https://de.wikipedia.org/wiki/Datei:WeisskugelFromN.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wei%C3%9Fkugel&language=de&params=46.797805_N_10.726197_E_dim:5000_region:AT-7/IT-BZ_type:mountain(3738),10° 43′ 34″ O
47° 5′ 13″ N,2541,Frauenwand,https://de.wikipedia.org/wiki/Wei%C3%9Fe_Wand_(Frauenwand),https://de.wikipedia.org/wiki/Datei:Frauenwand.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Frauenwand&language=de&params=47.086944444444_N_11.645_E_dim:5000_region:AT-7_type:mountain(2541),11° 38′ 42″ O
46° 52′ 17″ N,2962,Weiße Spitze,https://de.wikipedia.org/wiki/Wei%C3%9Fe_Spitze,https://de.wikipedia.org/wiki/Datei:WeisseSpitzeRoteSpitzeVlgtnBg.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wei%C3%9Fe_Spitze&language=de&params=46.871388888889_N_12.358055555556_E_dim:5000_region:AT-7_type:mountain(2962)&title=Wei%C3%9Fe+Spitze,12° 21′ 29″ O
47° 27′ 33″ N,1835,Wechselkopf,https://de.wikipedia.org/wiki/Wechselkopf,https://de.wikipedia.org/wiki/Datei:Austria_Tyrol_relief_location_map.svg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wechselkopf&language=de&params=47.45925_N_11.41187_E_dim:5000_region:AT-7_type:mountain(1835),11° 24′ 43″ O
46° 59′ 22″ N,3532,Watzespitze,https://de.wikipedia.org/wiki/Watzespitze,https://de.wikipedia.org/wiki/Datei:WatzespitzeFromE.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Watzespitze&language=de&params=46.989583333333_N_10.797777777778_E_dim:5000_region:AT-7_type:mountain(3532),10° 47′ 52″ O
46° 58′ 1″ N,3252,Wassertalkogel,https://de.wikipedia.org/wiki/Wassertalkogel,https://de.wikipedia.org/wiki/Datei:Wassertalk1.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wassertalkogel&language=de&params=46.966944444444_N_10.905_E_dim:5000_region:AT-7_type:mountain(3252),10° 54′ 18″ O
47° 20′ 38″ N,2557,Wasserfallkarspitze,https://de.wikipedia.org/wiki/Wasserfallkarspitze,https://de.wikipedia.org/wiki/Datei:Wasserfallkarspitze.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wasserfallkarspitze&language=de&params=47.343888888889_N_10.485_E_dim:5000_region:AT-7_type:mountain(2557),10° 29′ 6″ O
47° 18′ 6″ N,2597,Hohe Warte (Karwendel),https://de.wikipedia.org/wiki/Hohe_Warte_(Karwendel),https://de.wikipedia.org/wiki/Datei:Julsnfete_005.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Hohe_Warte_(Karwendel)&language=de&params=47.301666666667_N_11.333888888889_E_dim:5000_region:AT-7_type:mountain(2597)&title=Hohe+Warte,11° 20′ 2″ O
47° 20′ 15″ N,2493,Wannig,https://de.wikipedia.org/wiki/Wannig,https://de.wikipedia.org/wiki/Datei:Wannig_nassereith.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wannig&language=de&params=47.3375_N_10.8625_E_dim:5000_region:AT-7_type:mountain(2493)&title=Wannig,10° 51′ 45″ O
47° 20′ 15″ N,2208,Wankspitze,https://de.wikipedia.org/wiki/Wankspitze,https://de.wikipedia.org/wiki/Datei:Wankspitze_NW.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wankspitze&language=de&params=47.3375_N_10.938611111111_E_dim:5000_region:AT-7_type:mountain(2208)&title=Wankspitze,10° 56′ 19″ O
47° 11′ 4″ N,2420,Wanglspitze,https://de.wikipedia.org/wiki/Wanglspitze,https://de.wikipedia.org/wiki/Datei:Wanglspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Wanglspitze&language=de&params=47.184444444444_N_11.775277777778_E_dim:5000_region:AT-7_type:mountain(2420),11° 46′ 31″ O
47° 29′ 49″ N,1858,Vorderskopf,https://de.wikipedia.org/wiki/Vorderskopf,https://de.wikipedia.org/wiki/Datei:Vorderskopf_v.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vorderskopf&language=de&params=47.49684_N_11.43774_E_dim:5000_region:AT-7_type:mountain(1858),11° 26′ 16″ O
47° 11′ 5″ N,2889,Vorderseespitze,https://de.wikipedia.org/wiki/Vorderseespitze,https://de.wikipedia.org/wiki/Datei:Vorderseespitze.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vorderseespitze&language=de&params=47.184722222222_N_10.367222222222_E_dim:5000_region:AT-7_type:mountain(2889),10° 22′ 2″ O
47° 4′ 21″ N,3280,Vorderer Seekopf,https://de.wikipedia.org/wiki/Vorderer_Seekopf,https://de.wikipedia.org/wiki/Datei:Vorderer_Seekopf_vom_Rauhkopf.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vorderer_Seekopf&language=de&params=47.072547_N_12.401429_E_dim:5000_region:AT-7_type:mountain(3280),12° 24′ 5″ O
47° 6′ 59″ N,2672,Vorderer Plattenkogel,https://de.wikipedia.org/wiki/Vorderer_Plattenkogel,https://de.wikipedia.org/wiki/Datei:Spitze_des_Vorderen_Plattenkogels_hinter_dem_L%C3%B6bbensee_a.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vorderer_Plattenkogel&language=de&params=47.116389_N_12.469444_E_dim:5000_region:AT-7_type:mountain(2672),12° 28′ 10″ O
47° 21′ 28″ N,2302,Vorderer Drachenkopf,https://de.wikipedia.org/wiki/Vorderer_Drachenkopf,https://de.wikipedia.org/wiki/Datei:SeebenseeI.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vorderer_Drachenkopf&language=de&params=47.357777777778_N_10.926388888889_E_dim:5000_region:AT-7_type:mountain(2302),10° 55′ 35″ O
47° 3′ 51″ N,3318,Vordere Gubachspitze,https://de.wikipedia.org/wiki/Vordere_Gubachspitze,https://de.wikipedia.org/wiki/Datei:Vordere_Gubachspitze_von_der_Wei%C3%9Fspitze.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vordere_Gubachspitze&language=de&params=47.064075_N_12.257902_E_dim:5000_region:AT-7_type:mountain(3318)&title=Vordere+Gubachspitze,12° 15′ 28″ O
47° 18′ 7″ N,2559,Vordere Brandjochspitze,https://de.wikipedia.org/wiki/Vordere_Brandjochspitze,https://de.wikipedia.org/wiki/Datei:Brandjoch_von_Innsbruck.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vordere_Brandjochspitze&language=de&params=47.301944444444_N_11.340833333333_E_dim:5000_region:AT-7_type:mountain(2559),11° 20′ 27″ O
47° 28′ 29″ N,1509,Voldöppberg,https://de.wikipedia.org/wiki/Vold%C3%B6ppberg,https://de.wikipedia.org/wiki/Datei:Vold%C3%B6ppberg_from_S.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vold%C3%B6ppberg&language=de&params=47.474722222222_N_11.887777777778_E_dim:5000_region:AT-7_type:mountain(1509)&title=Vold%C3%B6ppberg,11° 53′ 16″ O
47° 26′ 47″ N,2522,Vogelkarspitze,https://de.wikipedia.org/wiki/Vogelkarspitze,"https://de.wikipedia.org/wiki/Datei:Schlichtenkarspitze,_Vogelkarspitze.JPG",https://tools.wmflabs.org/geohack/geohack.php?pagename=Vogelkarspitze&language=de&params=47.446388888889_N_11.411388888889_E_dim:5000_region:AT-7/DE-BY_type:mountain(2522),11° 24′ 41″ O
47° 6′ 55″ N,3027,Lüsener Villerspitze,https://de.wikipedia.org/wiki/L%C3%BCsener_Villerspitze,https://de.wikipedia.org/wiki/Datei:L%C3%BCsener_Villerspitze.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=L%C3%BCsener_Villerspitze&language=de&params=47.115277777778_N_11.159722222222_E_dim:5000_region:AT-7_type:mountain(3027),11° 9′ 35″ O
47° 6′ 29″ N,3087,Hohe Villerspitze,https://de.wikipedia.org/wiki/Hohe_Villerspitze,https://de.wikipedia.org/wiki/Datei:Hohe_Villerspitze_E.JPG,https://tools.wmflabs.org/geohack/geohack.php?pagename=Hohe_Villerspitze&language=de&params=47.108055555556_N_11.173333333333_E_dim:5000_region:AT-7_type:mountain(3087),11° 10′ 24″ O
47° 0′ 6″ N,3089,Vesulspitze,https://de.wikipedia.org/wiki/Vesulspitze,https://de.wikipedia.org/wiki/Datei:Vesulspitze_SW.jpg,https://tools.wmflabs.org/geohack/geohack.php?pagename=Vesulspitze&language=de&params=47.001666666667_N_10.349166666667_E_dim:5000_region:AT-7_type:mountain(3089),10° 20′ 57″ O
